score	comment	comment_english
4	Muito bom, mesmo com a greve, produto foi entregue antes do prazo.	
5	Boa 	
5	Entrega muito antes do prazo!!! Show de bola	
3	Comprei duas colchas só chegou uma. 	
2	entre em contato com a lannister e estou no aguardo de uma resposta o mais breve possivel sobre pravisão de chegada do produto	
5	Chegou antes do prazo. Recomendo!	
1	Recebi produto totalmente diferente do comprado. Quero trocá-lo pelo certo. Como fazer?	
2	O produto estava com uma má qualidade,pensei que viesse melhor ...	
5	Adorei recomendo 	
4	Entrega dentro do prazo. A pulseira é pequena e achava que a caixa era um pouco maior. Mas satisfez. 	
5	O produto é excelente e dessa vez a lannister.com não falhou na entrega. 	
1	Fiquei acompanhado o produto é ele estálava parado em Ribeirão Preto desdo dia 27 de fevereiro. Só agora, depois da data que está vindo pra São Paulo.	
2	Estou insatisfeita pela falta de atenção com o cliente! Foi solicitado no início o cancelamento do pedido no qual não fui atendida! Não pretendo comprar mais tão cedo por aqui! !! 	
5	Ótimo produto, entregue antes do tempo previsto, super recomendo!	
5	Mesmo sabendo da data de entregue dita no pedido, tinha certeza que chegaria antes. Vcs são pontuais. 	
4	Seriedade com todo o processo!	
1	Meu produto foi comprado em 25/02 e até agora não chegou. E nenhuma resposta foi dada. O prazo era até 19/03. Quero uma posição urgente 	
5	muito bom	
5	Ótimo produto melhor do que eu esperava 	
5	Produto excelente e entrega ótima e rápida!	
4	Recebi a cor errada	
5	Compra sem problemas	
1	Foram pedidos 2 suportes, porém só 1 foi entregue até o momento.	
5	Muito obrigada , uma atenção nota 10, profissionalismo em alta.     Sinto me satisfeita.   Será recomendada. 	
1	Comprar um produto dia 24/04 e receber dia 13/05 é no mínimo bizarro. 19 dias nem o PAC demora. Comprei pelo Mercado Livre um HD na semana passada que saiu do interior de SP, e ele já chegou.	
1	Produto chegou quebrado, ficaram de trocar	
5	Muito satisfeita!!  	
5	Recomendo a compra. Mais um pra coleção.	
1	Não recebi o meu produro, meu e-mail para contato é jaksonrocha21@hotmail.com	
4	rever o prazo de entrega,	
5	Rápido, claro e objetivo. Produto excelente. Recomendo!	
5	Perfeito...adorei	
1	Infelizmente, virou regra no Brasil, o consumidor comprar, pagar e não receber o produto. Prazo tem que ser cumprido e, a responsabilidade é do vendedor.	
2	Demorou para entregar	
1	Sempre compro nas lojas lannister... foi a primeira vez que não recebi o produto q comprei. Inclusive já faz quase dois meses q comprei. Sempre entregam antes do prazo. Já venceu o prazo da entrega	
5	Bonito, resistente, bem acabado. 	
5	Preço, agilidade e qualidade do produto fizeram valer a pena. Recomendo 	
4	Chegou antes do prazo adorei 	
5	O produto só não chegou bem antes porque correio estava em greve. Mais gostei da compra!!!!	
4	Não dei nota total por causa da entrega que demorou, mas o problema foi por causa dos correios e não por causa da loja. o produto é original e veio muito bem embalado. Excelente produto!	
5	Produto chegou mais rápido do que eu esperava, em ótimas condições.	
5	Tudo ok !!!	
4	O Produto é bom, mas não deveria ter espaços tão grandes nos buracos, muriçocas podem atravessa-los, embora, com dificuldade. E só por isso não dei 5 estrelas.	
3	Não recebi o produto	
5	Gostei do produto recomendo	
5	Muito bom e recomendo. Parabéns 	
5	Lindos os panos de prato. Acabamento bem feito. Amei.	
3	Ok  	
4	Produto excelente	
5	Entrega super rápida.	
4	A panela veio com o tamanho maior.Mas tudo bem.Fico com ela.Gostaria que arrumassem o meu nome pra envio.Ronaldo é meu cunhado eu sou Magda B M Santos. Quero receber mercadorias no meu nome.Obrigada.	
5	Conforme anunciado e chegou no prazo.  	
5	chegou rápido	
5	Ótimo produto!	
1	Produto de péssima qualidade, ja chegou com o cronômetro quebrado e os botões com defeito	
3	Eu recebi o produto pelo metade paguei por dois e recebi um  Eu queria saber como faço para poder resolver isso?	
1	RECEBI SOMENTE 4 TONNER 78 E NAO 10 COMO FOI COMPRADO	
1	Conforme já informado faltam 2 produtos que não foram entregues. Não recebi os produtos, de 3 veio somente 1.	
2	Ainda nao recebi o produto	
3	produto ainda não entregue	
5	Boa qualidade	
1	A película veio completamente destruida.	
3	O forro interno é frágil e todo manchado de tinta o suporte de controle tem grandes falhas na pintura interna	
5	Muito obrigada lannister 	
1	Ainda não recebi meu pedido e nem sei porque eu estou muito insastifeito.	
1	Recebi produto errado	
5	Único problema foi a embalagem que abriu e derramou parte do produto, sugiro lacrarem com fita a tampa.	
5	produto muito bom,confortavel.	
1	O produto não é o que se vê pela internet. Tem péssimo acabamento, parece um latão reciclado, cheio de arranhões tanto no corpo quanto na tampa, uma tampa veio com um rachado, fraca atração magnética 	
5	Ok, produto de qualidade recomendo.	
5	top	
5	Neste atendimento foi tudo perfeito.	
5	Produto entregue antes do prazo, recomendo! 	
5	Gostei	
5	ESPERO QUE ME REENVIE!!!!	
4	bom produto conforme mostrado no site	
5	Adorei entrega rápida e a for tinha e a toalha são lindas	
5	Produto recebido com conforme anunciado. Cliente satisfeito. 	
2	O produto que recebi é totalmente diferente a capa do que vende diretamente em um loja de livraria. A capa é bem fraca. Porem o impresso é bom. 	
1	Estou decepcionada com a lannister q antes entregava ate antes do prazo e agora os produtos so chegam atrasado ou n chegam como é o caso desse meu pedido, pensarei mto antes de voltar a comprar	
5	Ótimo produto, entrega tudo nos conformes.	
5	São lindos, como na foto!	
5	Muito bom	
4	Produto mais claro do que aparenta, o vermelho é claro, quase laranja	
1	A loja emitiu a NF com os 2 produtos e tinha apenas 1 Item	
3	Recomendo.    	
2	Só veio um dos pendentes , preciso dos outros, conforme a nota 	
3	O produto é bom mas veio da cor errada.	
4	Recomendo, porém um dos meus pedidos não chegou do tamanho correto. Mas no geral, foi uma boa compra.	
4	Gostei da qualidade do produto!	
5	Dentro das expectativas, conforme anunciado	
4	Achei um pouco fragil	
3	Película de qualidade, mas não cobre a tela inteira, as bordas ficam expostas...	
1	Não tinham o produto e só foi notificado depois de 15 dias 	
5	Foi ótimo minha compra 	
5	Maravilhoso 	
5	MUITO OBRIGADA !	
1	A compra foi de cinco almofadas marron. Só vieram duas, com cores diferentes. Uma marron e outra grafite.	
5	Muito bom! Qualidade ótima! Entrega muito rápida... Amei e recomendo muito...	
5	satisfeito com a compra	
5	a entrega foi efetuada dentro do prazo previsto fiquei satisfeita.	
3	Produto não funcionou corretamente	
5	Valeu a compra.	
5	Chegou antes do prazo,unico ponto negativo é que a imagem da foto é dourada e veio em inox !fora isso recomendo.	
4	muito bom o produto fiquei bem satisteito e vou adquerir mais deste mesmo produto muito bom	
5	Entrega rápida	
1	comprei um conjunto de skate infantil masculino como na descrição. O skate veio de uma cor, o capacete totalmente diferente sem contar que é de isopor. E o kit de proteção veio rosa.	
4	Faltou enviarem o código de rastreio, chegou o código pra mim uns 15 dias depois q o produto já tava em casa...	
5	APARELHO EM FASE DE TESTES AINDA.	
4	Com relação ao produto não foi o que eu esperava e o que mostra no site, não é nítida a imagem como é descrita, fiquei decepcionado com o produto, mas com relação a entrega foi dentro do prazo.  	
5	O produto chegou antes da data marcada em perfeitas condições de uso.Fiquei satisfeita com o logista.Agradeço a presteza daentrega.	
5	recebi o produto certo, dentro do prazo combinado	
4	mt bom produto	
5	Sempre compro tudo que preciso nas lannister.com pela qualidade dos produtos e pela rapidez das entregas estão de parabéns.	
5	Chegou tudo ok conforme a descrição...	
5	Produto de a qualidade muito boa adorei lindo vou comprar outros 	
1	muita demora para entregar, um produto tão pequeno.	
5	Produto bom entrega rápida	
5	Tudo certo    Acabei nao gostando do cetim, mas tudo certo com a entrega e o produto chegou como o esperado	
1	Comprei 2 lixeiras e recebi apenas 1 item...   Estou aguardando o envio da segunda lixeira!!    Obrigada	
1	Comprei um produto e não entregaram.   Pedi o cancelado do produto.	
1	No rastreamento do pedido aparecia que já havia sido entregue ao destinatário, todavia, não recebi em meu endereço.	
1	Um dia antes do prazo final para a entrega mandaram um e-mail avisando q o produto não iria ser entregue na data combinada, fora q deram um mês para entregar, outras lojas 7 dias após pgto já entregam	
5	Eu recomendo muito	
3	Produto de qualidade média.	
1	Demorou pra vim e ainda veio errado o pedido Nice 	
3	Aparentemente um bom produto, ainda não tive tempo de testar.	
4	Foi entregue antes do prazo estipulado, embora tenha apresentado problemas em um dos controles remoto. toda a fiação interna estava danificada sem condição de uso. Foi necessário reparo técnico.	
1	compra efetuada,debito autorizado ,pedido cancelado sem explicações.Extrema falta de respeito e consideração com os clientes.	
5	Sem palavras de Tão satisfeito!!!  	
1	Pedido totalmente errado, não tirei no correios,veio errado o produto   tive que ir aos correios,e já tinha pago o frete(CANCELAMENTO TOTAL)	
5	O produto é pequeno, porém de boa qualidade, e muito lindo!	
3	Parecia ser boa no inicio, mas ja expirou o prazo de entrega e não tenho informaçoes sobre o produto.	
1	Correspondeu as expectativas	
1	Não foi entregue o produto .	
5	Amoo comprar pela lannister, até hoje já realizei muitas comprar e sempre tive sucesso, recomendo sem dúvida. Esse produto chegou em perfeita condição, dentro do prazo e de ótima qualidade.	
3	Como não recebi o produto,não tenho como recomendar.  Favor entrar em contato comigo para esclarecer.	
5	Entrega com boa antecedência! Muito bom!  Recomendarei para todos!	
4	Tapete bom pelo preço.	
3	a caixa veio danificada e com aspecto de velha.	
3	O título do produto se não lido corretamente pode-se entender que é original, quando não é.	
5	Produto ótimo e cumpre tudo q promete	
1	produto não foi entregue, aguardando retorno	
1	Comprei 2 cadeiras interlocutores porem entregaram apenas 1 pacote. Pra minha surpresa, ao abrir, percebi q apenas 1 cadeira estava dentro da caixa embalada. Aguardo providências pois tenho a nota. 	
5	Recomendo o stark e parceiros	
3	produto não atende a sua finalidade, pois não tem o conversor de hdmi para chá.	
1	Olá, peço que me ajude, pois na hora da entrega só entregaram 1 aparelho, e comprei 2, ja liguei varias vezes para o correio, mas eles nao atendem, por favor peço que me ajude.	
5	Produto entregue antes do prazo	
5	bom dia , recebir meu produto antes do prazo e estou muito satisfeita com a compra obg !	
1	produto entregue nao veio de acordo com foto 	
2	Veio menor do que o anúncio.  0.90x1.40m	
1	Realizei a compra e o pagamento, o prazo venceu e nada do produto ser entregue, na verdade não foi nem enviado ainda. Péssimo!	
5	Muito bom entregue bem antes do prazo estao de parabéns.	
5	Chegou até antes da data prevista!  Parabéns pela rapidez!	
5	Prazo de entrega, produto especificado, com qualidade	
5	Gostei muito da mercadoria   Parabéns 	
3	a entrega foi demorada, mas o produto é bom.	
5	Recebi o produto conforme anunciado.	
5	Recebi o produto correto e muito antes do prazo 😍	
5	Obrigada por ter  Tanto carinho e dedicação conosco	
5	Gostei muito de comprar nesse app recomendo 	
1	comprei o produto para usar na festa de 15 anos da minha filha. O produto não chegou. Contratempos, chateações, improviso, foi o que me restou	
5	Fiquei bastante satisfeita.	
5	Produto muito bem embalado, sem nenhum dano à embalagem, rapidez de entrega, demonstrando muito profissionalismo. Gostei!!!	
1	Já comprei nas lojas amerinas e não tive promeblas na entrega do produto, talves seja porque foi a propria loja que entregou, dessa vez não tive sorte, foi outra empresa que iria entregar o produto 	
5	Não tenho	
4	foi entregue o produto no prazo ,loja compriu com o acordado na hora da compra 	
1	Com relação a essa compra, não estava descriminado que tipo de produto era. Não sabia que era cartucho de tinta recarregado.  Faltou vir um dos cartuchos. Pedi preto e ciano. Na entrega só veio o pret	
5	atendeu minhas espectativas	
2	NAO QUERO FICAR COM O PRODUTO, QUERO DEVOLVER, NAO ABRIR . ACHEI QUE ERA PANELAS GRANDE MAIS E PEQUENA PARECEM DE BRINQUEDO PELO TAMANHO DA CAIXA.  PRECISO ENVIAR PELO CORREIO, MIM PASSA OS PASSO 	
5	MOCHILA LINDA E SUPER CONFORTÁVEL..  AMEIIIIIIII	
5	Excelente produto e otima entrega, uma semana antes do prazo terminar, parabéns.	
5	Produto de excelente qualidade.	
1	Meu produto nao foi entregue	
5	Bom produto	
5	entrega boa ,o produto deixou a desejar !	
5	Otimo, entrega rapida, qualidade do produto tbm , indico produto e a loja 	
5	Muito bom obrigado e bom de mais 	
1	NAO ENTENDO PORQUE CANCELOU O MEU PRODUTO	
5	Após chegar, realizei o uso nos pontos de indicação, a paciente teve qualidade de sono que não tinha antes.	
5	A entrega do produto veio antes do esperado. A qualidade do mesmo é excelente, recomendo a compra dos produtos e a quem lê, desejo a mesma sorte que eu.	
5	Escolhi o produto, paguei o produto, recebi exatamente o que havia escolhido e pago. Não precisa de mais nada.	
5	chegou antes do esperado	
4	O produto é de boa qualidade, muito bem feito. Mas é um pouco maior que o tamanho descrito, fica um pouco grande para 15,6. Sobra dos lados mas nada que não dê para usar	
5	MUITO OBRIGADO PELA SEMPRE GENTIL ATENÇÃO. PARABÉNS PELO EXCELENTE SERVIÇO PRESTADO À SOCIEDADE.JÁ SABIA DA EFICIÊNCIA E EFICÁCIA DO SITE, MAS NUNCA HAVIA UTILIZADO. ESTOU SATISFEITÍSSIMO.FELICIDADES	
5	otimo	
3	Dentro do que eu esperava do produto 	
5	Dedoches são muito lindos! Meu filho amou! Foi entregue dentro do prazo e intacto. Super recomendo!	
5	Bem embalado, facil de usar.	
5	Produto vem no prazo mesmo! Além da agilidade tem também a qualidade!	
1	Ótimo	
5	Produto de excelente qualidade. Lindo!!!	
4	bom	
2	Recebi o produto e fui testar porém não funcionou, entrei em contato com a empresa e informaram que vão reenviar um novo. No aguardo	
1	produto nao entregue em mais de um mes de espera	
5	Recebi o produto como combinado! Produto ja esta em uso . 	
2	pedi 5 lanternas e so veio 4	
4	produto maravilhoso, embalagem perfeita, prazo entrega perfeita.	
5	Produto muito bom . recomendo esse produto .	
5	Só achei que a tampa deveria ser mais firme, quando mexe a pipoca a tampa sai um pouco. Mas da pra usar 😍😘	
4	Produto em perfeitas condições e recomendo 	
4	Muito bom o produto, bonito e com boa qualidade de acabamento e som!	
1	ainda estou aguardando o produto , ja tem quase uma mês que fiz a compra	
5	Lindos amei	
5	loja entregou tudo combinado e com nota fiscal muito bom 	
3	Ele realmente puxa o pelo, porém sua alma sai junto, dói muito. A entrega foi dentro do prazo. Veio bem embalado. ;)	
1	Recebi o produto errado.  Comprei um Soprador para Pet e recebi um bebedouro para Pet com a NF em nome de outra pessoa	
4	Tapete é fino, mas bonito	
5	Recomendo as lojas lannister muito otima a loja 	
1	Comprei um conjunto de pinças para alongamento de Cílios que me deixou extremamente insatisfeita! Logo que peguei nas mãos vi a péssima qualidade, cheio de defeitos nas pontas das pinças.	
5	Eu gotei muito do vinagre muito bom pra tomar sabe gente gostei muito desse produto tou feliz sabe por ter comprado esse vinagre de maça organico tou feliz mesmo pela compra gostei muito parabéns	
3	Gostaria de trocar o relógio	
5	Ótima Compra e muito prática.	
5	Produto entregue no prazo e sem problemas.	
5	O quadro mais bonito que já vi! Entrega ágil e tudo muito bem embalado...	
5	Lindo	
4	entregou ate antes do prazo	
5	Indicado entrega no prazo muito bom	
1	A loja disse que entregaria em 8 dias entregou em 22 dias	
2	O prazo de entrega é muito extenso. Eu não sei se apareceu antes, mas só vi depois que paguei.   O produto chegou vazando.	
5	Vlw entregue na data e correto horas.. vlw  	
1	Comprei um relógio e não entregou , era previsto pro dia 06/06 , e voltou pra São Paulo 	
5	tudo ok tal combinado.	
3	O produto veio com uns pequenos defeitos nada demais, porém me incomodou um pouco.	
5	Fui muiro bem atendido.	
5	Muito bom produto a recebi bem antes da data marcada.  Super recomendo!	
4	Correu tudo bem, contudo o produto veio danificado. Vamos ver como a loja se saí agora. 	
4	Produto lindo, muito bom, gostei muito. acima do esperado 	
5	Muito bom. Entregue antes do prazo.	
5	Ótimo produto em ótimo prazo de entrega	
5	Revom.endo	
5	deu tudo certinho	
4	Bom produto!	
5	ok	
5	O produto chegou dentro do prazo, tudo certo e sem nenhum problema. Recomendo a todos! 	
5	Produto chegou antes do prazo.	
5	Parabéns.	
5	Chegou bem antes do prazo em perfeito estado! Produto ja testado e aprovado :D	
3	Comprei um jogo de 9 peças e só recebi 5 peças, está faltando o jogo da cama, sendo as 2 fronhas o lançou e lençou com elástico, estou aguardando o retorno da atendente para resolver meu poblema!!	
1	Até agora eles só emitiram a nota fiscal e nada do meu produto chegar. Pedi em novembro.	
5	muito satisfeito, produto chegou antes do previst maravilhoso...  	
5	Recomento a loja	
2	até o momento não recebi meu produto	
4	Amei a lj e o produto foi entregue antes do prazo	
1	Foram recebidos três capas de travesseiros das quatro compradas.	
3	Ainda não consegui montar a cadeira, estou aguardando conseguir alguém para montar. Fora isso, está tudo certo, o produto chegou no prazo. 	
1	Até o momento o produto não foi entregue 	
3	Dei 3 estrelas pois ainda tenho que instalar o produto é só saberei após de instalado a qualidade do produto isso demora um tempo	
5	Produto bem embalado, chegou rapidamente. Recomendado	
5	Amei o produto, chegou antes da data prevista para entrega, super amei, super recomendo 	
1	Difícil de resolver um problema na entrega. Comprei 3 itens e foi entregue somente 1 e não tenho com quem falar. Só posso passar email e aguardar resposta. 	
5	Recomendo a todos	
3	Recebi o produto rápido depois de uma semana da data compra. Mas não veio na cor Rosa conforme a minha escolha e a nota fiscal emitida. Não solicitei a troca devido ser presente de aniversário.	
5	Chegou antes do previsto.. Gostei da eficiência.  	
4	A Entrega foi feita antes do prazo e recebi o produto todo ok. A cor não é muito bonita pessoalmente foi só o que eu não gostei no produto. Mas o material é bom e veio na medida correta.	
5	Tudo maravilhoso! Atendimento 10	
4	e bomcomprtar ns lojas lannister	
1	"Comprei dois produtos e ambos, mesmo enviados em dias diferentes, estão como em ""dificuldade na entrega"" segundo o rastreamento dos Correios. O que nunca me aconteceu antes."	
5	Entrega rápida, produto bonito 	
5	Ótimo produto!!! Chegou muito antes da data prevista!!!	
5	Ótimo     	
1	O produto é bom, mas a lannister deve estar fazendo uma promoção às avessas, pois paguei 2 mas recebi só 1, já fiz a reclamação no site mas até agora nada!	
1	A entrega foi demorada mas dentro do prazo.  Mas a mochila não é o eu esperava,por ser de marca eu achei muito simples , não gostei nem um pouco do produto.	
1	Recebi apenas um produto.  O outro não .	
3	Tenho uma observação à fazer. A seladora veio com um dos parafusos quebrado.	
2	Comprei dois sapatinhos para cães e recebi apenas um. Porém, a nota fiscal foi emitida com os dois itens. 	
5	Produto bom pelo preço ofertado.	
1	Recomendaria a lojas americas, mas não os terceiros.	
5	produto chegou no prazo e de acordo com a descrição!	
4	Produto chegou antes do prazo, mas na foto parece ser maior do que realmente é, mas gostei muito	
5	Muito lindinho, chegou no prazo, funciona muito bem amei.	
1	comprei o produto há tempos e ainda não recebi. muito demorado. 	
5	gostei	
5	recomendo, muito bom!	
2	O produto entregue é diferente do produto anunciado. Quero meu dinheiro de vta. Quero fazer a devolucao do item	
1	Ainda não recebi minha compra. Já passou do prazo previsto! 	
4	Muito bom parabéns 	
3	Uma das prateleiras estava torta	
5	entregou bem antes da data prevista..	
5	Recomendo	
5	Chegou muito rápido!!! Vou comprar mais vezes!	
5	Ótimo vendedor. Recomendo a todos.	
5	Embora o produto estivesse em falta a empresa fez o contato para avisar e cancelou o pedido.	
5	Demorou mas dentro do prazo. lannister sempre bem e satisfação. Obrigado 	
1	Ainda dentro do prazo q me foi dado.  No aguardo 	
4	Recebi somente 1 dos 3 produtos adquiridos e consta no site que a entrega está finalizada. Não consegui ainda contato com a loja	
5	Gostaria de agradecer e MT, me deram 15 dias e chegou com 6, exatamente o que queria, espero que manter o ritmo, até a proxima	
4	o produto é otimo, lindo do jeito que esta na foto ,a unica questao que deve foi q o produto deu com entregue no site e, só chegou depois de 5 dias ..	
5	Entrega na data correta, super recomendo!	
5	Recomendadissimo	
1	O produto enviado é diferente do produto comprado, solicito a troca do produto.	
3	Gosto de comprar no site ,mas não estou satisfeita pois solicitei a troca da mercadoria mas até agora não me enviaram o codico para troca,ei prazo já está quase esgotado 	
4	Gostei muito,acabamento bom,cor bonita so o tamanho que é maior que eu pensava	
4	Não gostei tanto assim do produto.	
4	Chegou antes do prazo tudo certo como descrevia o anúncio! 	
1	O produto era pra ser entregue dia 19/02. E até agora não tive nenhuma satisfação sobre o produto, ou sobre a entrega. Acho uma falta de respeito com o cliente.	
5	Adorei, levou apenas dois dias para entregar e veio tudo conforme minha escolha.	
4	bom produto, loja cumpre com compromisso	
5	Entrega antes do prazo 	
1	demora na entrega . 	
5	Lindo o relógio foi exatamente o esperado	
5	Produto de excelente qualidade e chegou no prazo correto!	
4	Pagamos frete para receber o produto em casa .   É mt chato ter que ir nos correios para buscar . Nem em área de risco eu moro .       	
5	Ótimo	
1	Comprei por um produto, veio outro. Agora não consigo contato com a loja	
5	A loja entregou o pedido correto, bem enbalado e antes do prazo previsto.	
5	Excelente produto, entrega antes do prazo	
5	Se eu soubesse tinha comprado o maior,pois ele é um belíssimo quadro.	
5	Chegou antes do prazo, mas o site do stark não atualiza a movimentação da mercadoria. Somente quando recebi é que informaram... Não é culpa do vendedor, eu acho.	
3	Solicitei 5 frascos e foi entregue apenas 1 frasco  Feita a reclamação por telefone e ficaram de enviar	
1	Nao recebi o produto! 	
5	Ótimo produto.Chegou antes da data prevista.	
3	Idêntico ao da foto, porém muito pequeno o visor, se atentar as descrições do produto ! Produto entregue no prazo, corretamente !	
5	perfeito	
3	O PROTUDO VEIO ERRADO .	
5	Eu gostei de compra na lannister chegou até antes do prazo eu recomendaria amigos e familiares comprar nesta site pq eles mim até o dia entregaram muito rápido né esperava só no dia vinte e sete obri	
3	Recebi somente 02 pneus	
5	Ótimo site...produto veio bem antes do prazo...mto bom	
1	Não entregaram o produto comprado 	
5	Produto conforme anunciado, de boa qualidade	
5	Entrega rápida dentro do prazo, super recomendo	
5	produto bonito, chegou no prazo, recomendo	
5	"Mais uma compra realizada e deu tudo certo, continuo a recomendar a loja com 100% de aceitação....Parabéns ""lannister""."	
5	Otimo funciona super bem	
5	cumpriu o prometido.	
1	Não sei como nos dias atuais ainda existem lojas assim. O prazo de entrega já é muito extenso. E o maior problema de todos: o item não foi entregue!	
1	Eles fizeram a minha mãe assinar uma NF de duas unidades e foi entregue somente uma.	
3	O produto foi entregue no prazo mas eles não atualizam o rastreamento. Constava que estava no mesmo lugar durante dias e os correios sequer sabiam dizer qdo poderia ser entregue.	
1	Extremamente insatisfeito com a compra! Caixa chegou violada com uma fita adesiva! Produto faltando pecas! E com marcas de usao! Experiência desagradavel! Infelizmente não compro mais nada com vocês!	
4	Produto entregue antes do prazo, como sempre, adoro comprar aqui.	
1	Estou decepcionado com a stark, pois sempre tive ótimas recomendações e sempre confiei em seus serviços, diante a irresponsabilidade com o prazo de entrega do ultimo pedido estou muito chateado	
5	chegou bem antes do prazo estipulado!	
1	O produto veio somente na caixa de envio, embalado no saco bolha, com aspecto de produto usado. 	
1	O produto fala que é felpudo e com mais de 4 cm e não é oque se fala e demorou entrega  	
5	Entrega antes do prazo...recomendo  	
5	Chegou tudo certo, antes do prazo 	
1	O produto que me enviaram nem se parece com que eu comprei.	
4	ENTREGUE NO PRAZO TUDO CERTO, PENA QUE NÃO SEJA POSSÍVEL AVALIAR O TAMANHO DO PRODUTO ANTES DA COMPRA, MAS TUDO BEM!	
1	Pessima está loja não enttaga o produto	
1	Sinceramente, não indicarei a ninguém!!	
5	amei o produto além de chegar antes do previsto muito lindo super indico amo as lojas lannister  respeito pelo consumidor	
5	Muito eficiente e rapidez na entrega do produto.	
1	O produto veio com defeito. Solicitei a entrega e não obtive nenhuma resposta.  Horrível 	
1	A solicitação de cancelamento foi feita logo após a compra, pois o endereço estava antigo e inserido automaticamente pelo site. Ate agora estou tendo problemas c isso e sem solução definitiva	
5	Ótimo vendedor recomendo a todos.	
1	Comprei um produto e recebi outro. A targaryen não apresenta solução para o problema. Precisei fazer reclamação no site reclame aqui, mas ainda não obtive retorno. targaryene: sinônimo de aborrecimento.	
5	Ótimo produto.	
1	Absurdo comprar um produto e ele não estar disponível 	
2	Então a minha HP DeskJet Ink Advantage 2676 não imprimi com esses cartuchos, ela imprime a página de teste mas depois disso ela bloqueia, por isso decidi solicitar devolver o produto	
2	  Os pneus que eu comprei só veio dois dos quatro que eu comprei 	
2	A empresa é falha	
5	Tudo excelente	
3	Entrega antes do prazo 	
3	O produto chegou com a caixa amaçada... Como se tivessem colocado algo em cima dela. No entanto, sem avarias, mas negligência com o produto.	
1	Péssimo.	
4	Encomendei 5 mapas, mas só recebi 4.	
5	recomendo	
3	gostei só achei pequena.	
5	Gostei muito do atendimento, levando em conta a pontualidade.   O único problema é que as pilhas não eram compatíveis.   Eu recomendo o produto. 	
5	Entrega muito antes do prazo! Parabéns 	
5	perfeito,tudo ok	
1	Pedido veio faltando item. Nunca tive problema com as lojas lannister. Por isso optei em comprar com vcs. Mas infelizmente não atendeu minhas expectativas. 	
3	Gosto de comprar no baratheon,compro a muito tempo. Quanto ao produto não é bem o que eu esperava, pensei que era melhor.	
5	ótimo produto e entregue dentro do prazo estabelecido.	
1	atraso na entrega, não recomendo a loja pois existe melhores no mercado. 	
1	Eu solicitei uma fôrma de bolo para uma fritadeira elétrica, e na descrição na compra informou o modelo da fritadeira no site, mas me entregaram uma forma minúscula para outro tipo de fritadeira.	
1	Apesar do modelo ser compatível com a impressora, a mesma não aceita o tonner. Realizei um teste com o tonner que comprei em outro lugar, este também, phaser 3040, e a impressora leu normalmente.	
5	Chegou antes do previsto, amei e recomendo	
5	muito bom	
1	Comprei o kit de 3 peças, cobre leito com capa de travesseiro, só recebi o cobertor e na cor errada.  	
5	Recebi corretamente.	
5	recebi antes da data de entregue ótimo.	
5	Gostei muito foi rápido .e vou comprar novamente.	
3	O material é excelente,simples,acabamento razoável,flexivel, entregue no último dia do prazo válido por 3 semanas. No entanto quero devolver o produto por não responder com a expectativa  	
1	A capa na verdade é um edredon bem fino. Comprei para proteger do xixi do meu cão. Não resolveu, pois o liquido foi absorvido e atingiu o sofá. 	
5	Me surpreendeu positivamente qualidade tamanho os vizinhos ficaram com inveja rsrsrs parabéns pela pontualidade chegou bem antes do prazo 	
1	veio faltando uma carteira e querendo saber como vai fica 	
5	Atenciosos, bom produto e pontual	
5	Bom 	
2	O relógio é bom, porém a pulseira dele é muito frágil e ja veio com uma manchinha.	
5	O produto me foi entregue antes do prazo previsto e em perfeitas condições. Estou muito satisfeito.	
5	O produto chegou antes da data prevista.	
2	Entrega no tempo previsto.  Gostei muito,são bem feito.	
1	foi entregue apenas metade do pedido, ou seja, 2 conjuntos de xicaras ao inces de 4... ja fiz a reclamação no site do baratheon e ate agira NAO ME DERAM RETORNO...PEÇO UMA POSIÇÃO OU TOMAREI AS MEDIDAS	
4	1o produto foi entregue de acordo com o solicitado.  Obrigado.	
5	tenho que agradecer pele rapidez como foi entregue 	
5	Foi td MT bom.Recomendo 	
5	Adoro comprar? na lannister.com excelente lojas. Estão de parabéns! 	
5	A melhor loja👏👏👏👏😍	
5	Adorei, amei e super lindo. Muito bem acabado e resistente. Superou minhas expectativas. 	
5	Prático e bom produto 	
1	O produto veio TOTALMENTE errado. Ainda não tive retorno da minha mensagem sobre a devolução do meu dinheiro. 	
1	O PRODUTO FOI ENCOMENDADO EM DEZEMBRO, COM PREVISÃO MÁXIMA DE ENTREGA PARA 06/01. NÃO RECEBI O PRODUTO NEM RECEBI NENHUMA SATISFAÇÃO ACERCA DO PROBLEMA.	
4	O produto entregue foi realmente o solicitado, prazo de entrega foi o informado.	
3	Não gostei do tecido do produto, mais foi erro meu, deveria ter visto isso antes da compra	
4	O produto veio bem embalado, íntegro. Me surpreendi!! Não faz barulho! Apenas achei algumas peças de plástico um pouco frágeis. Poderiam ser mais resistentes. Mas o produto é muito bom.	
4	Só não gostei do acabamento do produto, no mais tudo certo... Obrigado.	
5	Ainda não testei todas as funcionalidades do produto, mas aparentemente tudo está de acordo, vou testar e posteriormente concluo.   O relógio foi entregue em tempo recorde.	
5	A entrega foi rápida antes do prazo estipulado.  Muito satisfeita. 	
4	Eu recomendo , gostei 	
1	Merda de loja não entregou meu pedido	
