score	comment	comment_english
1	comprei liquido e veio comprimidos	I bought liquid and came pills
5	ENTREGOU ANRES DO PRAZO DETERMINADO MUITO BOM	DELIVERED BEFORE THE DETERMINED TERM VERY GOOD
1	Demorou muito para ser entregue 	Took a long time to be delivered
3	Só fiquei triste porque pedi o cancelamento da compra pra pegar outro modelo e não fui respeitada no pedido realizado, irei pensar muito antes de realizar um novo pedido	I was just sad because I asked to cancel the purchase to get another model and I was not respected in the order made, I will think a lot before placing a new order
5	otima compra ! recomendo 	Great buy ! I recommend
5	excelente	great
3	Excelente produto entregue pela porcaria do correio brasileiro! Privatização já!	Excellent product delivered by the crappy Brazilian post office! Privatization Now!
5	Entregue no prazo. Produto excelente!	Delivered on time. Excellent product!
3	Um dos cartuchos preto.veio violado.  Os demais vieram lacrados.	One of the black cartridges came broken. The rest came sealed.
5	Gosteeeeiiiiiiiii	Gosteeeeiiiiiiiii
4	Tudo ok com a entrega e com qualidade do produto também	Everything ok with the delivery and with the quality of the product too
5	Otimo vendedor	Great seller
3	infelizmente o produto chegou ontem o tecnico instalou e nao funciona em nenhum dos notebboks como faço?vou ate a loja hj 	unfortunately the product arrived yesterday the technician installed it and it doesn't work on any of the notebooks how do i go to the store today
1	Recebi só os lençóis, não recebi a colcha king cobre bege. Essa compra foi um erro, é horrível a entrega. Quero cancelar a colcha que não recebi	I only received the sheets, I did not receive the beige copper king quilt. This purchase was a mistake, the delivery is horrible. I want to cancel the quilt I didn't receive
2	foi entregue uma caixa lacrada, mas somente 1 produto estava dentro da caixa.	a sealed box was delivered, but only 1 product was inside the box.
5	Chegou antes do prazo estabelecido e os produtos foram exatamente os que havia pedido.	It arrived ahead of schedule and the products were exactly what I had ordered.
1	Demorou 2 meses p depois cancelar	It took 2 months to then cancel
3	Por mais que na descrição do produto houvesse o tamanho e o material, a aparência dele na foto digamos que seja nota 10 e o produto ao vivo aberto da embalagem nota 9	As much as the product description had the size and material, its appearance in the photo, let's say it's grade 10 and the live product opened from the packaging grade 9
3	A maleta veio com arranhões 	The suitcase came with scratches.
5	ok	ok
2	O produto é bom porém a nota fiscal veio com o nome da pessoa que recebeu sendo que o pedido foi feito em meu cpf. Caso precise trocar ou fazer alguma coisa não vou poder porque está em outro nome 	The product is good but the invoice came with the name of the person who received it and the order was made in my cpf. If I need to change or do something I won't be able to because it's in another name
5	Fiquei satisfeito	I was satisfied
5	Bom atendimento	Good service
3	Não existe forma de solução do problema. O telefone do SAC é uma piada. Não comprarei mais pelas lannister.com e nem outros sites parceiros do grupo.	There is no way to solve the problem. The SAC phone is a joke. I will no longer buy through lannister.com or other partner sites of the group.
5	Ótimo produto	great product
5	DEMOROU 1 POUCO ...MAS CHEGOU CERTO....OBG	IT TOOK 1 LITTLE ... BUT IT ARRIVED RIGHT.... THANK YOU
5	Gostei do produto ??	I like the product ??
1	Material de plástico horrível para por na sua sala 	Horrible plastic material to put in your living room
5	Produto de boa qualidade. É o que eu esperava. 	Good quality product. It's what I expected.
5	Entregue no prazo Excelente fornecedor 	Delivered on time Excellent supplier
1	O meu produto ainda não foi entregue, sendo que o prazo inicial era de chegar até 14/12 e hoje já é dia 18/12 e nada.	My product has not yet been delivered, and the initial deadline was to arrive until 12/14 and today is 12/18 and nothing.
4	Pelo preço o produto está ótimo. Material não é de ótima qualidade, mas é bem bonito até.	For the price the product is great. Material isn't great quality, but it's pretty good.
4	muito bom o produto	the product is very good
1	Depois de 25 dias esperando pelo meu produto, fui informado que tiveram um problema de logistica, e iriam cancelar a entrega, porque não avisaram antes, quero meu dinheiro de volta.	After 25 days waiting for my product, I was informed that they had a logistical problem, and they were going to cancel the delivery, because they didn't warn me before, I want my money back.
5	Foi o que esperava	It was what I expected
3	Prazo de entrega muito longo! 20 dias pra entregar um boneco e com pagamento de frete de 24.90 de frete! Esperava mais rapidez na entrega! 	Delivery time too long! 20 days to deliver a doll and with shipping payment of 24.90 shipping! I expected faster delivery!
5	Compra e atendimento perfeitos!  Produto entregue no prazo de excelente qualidade, lindo. Que marca de relógios maravilhosa a OSLO! Comprarei outros.	Perfect purchase and service! Product delivered on time, excellent quality. What a wonderful watch brand OSLO! I will buy others.
5	Produto original com preço excelente, recomendo.	Original product with excellent price, I recommend.
1	A película de gel veio de outro aparelho.	The gel film came from another device.
5	Recomendo, preço bom, o produto chegou certinho, no prazo estipulado👏🏻	Recommend, good price, the product arrived right, on time 👏🏻
1	Péssimo serviço 	bad service
1	Comprei o produto na voltagem 220 e veio na voltagem 110. Como faço para resolver isso?	I bought the product at voltage 220 and it came at voltage 110. How do I solve this?
5	Respeito ao cliente, qualidade, satisfação. Cliente Feliz!!!	Customer respect, quality, satisfaction. Happy Customer!!!
1	não recebi o produto.	I didn't receive the product.
5	demorou um pouco por causa da greve dos correios acho eu, mais eu recomendaria essa loja sim.	It took a while because of the post office strike I think, but I would recommend this store yes.
4	Muito bom!	Very good!
3	Não havia identificado que o produto não era elétrico. Pretendo trocar. Eu preciso de orientações para troca. Mas aceito o vale compras para substituir pelo que de fato preciso.	It had not identified that the product was not electric. I intend to exchange. I need directions for switching. But I accept the shopping voucher to replace it with what I really need.
5	Adorei meu relógio, chegou a cor q eu pedi em perfeito estado, Obrigada.	I loved my watch, the color I ordered arrived in perfect condition, Thank you.
4	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
3	Muito boa! 	Very good!
5	entrga rapida	fast entry
5	Relógio original, chegou super rápido, em tacto.. amei comprar com vocês 	Original watch, arrived super fast, in tact.. I loved shopping with you
5	Recomendo 	I recommend
3	Bom o meu produto que no caso era uma fonte para computador não foi entregue. porem eles tem um otimo atendimento.	Well, my product, which in this case was a computer font, was not delivered. but they have excellent service.
3	O produto foi entregue em partes, pois comprei 2 unidades e só recebi 1.	The product was delivered in parts, as I bought 2 units and only received 1.
5	produto entregue antes do tempo.o produto estava dentro do que eu esperava.	Product delivered ahead of time. The product was within what I expected.
1	muito insatisfeita pois não obtive retorno do meu pedido	very dissatisfied as I have not received a response from my order
5	Recomendo preço ótimo chegou muito rápido o tempo todo nos deixa informação sobre o pedido por e mail. Enfim muito bom	Recommend great price arrived very fast all the time leave us order information by email. Anyway very good
1	O produto veio com peças faltando. Não consigo usá-lo.	The product came with missing parts. I can't use it.
2	Estamos aguardando nossa entrego dos produtos	We are waiting for our delivery of the products
5	Dentro do combinado 	within the combined
5	eu comprei 3 produtos, ate agora chegou 1, foi antes do esperado, em otimo estado, recomendaria com certeza.	I bought 3 products, so far 1 has arrived, it was sooner than expected, in great condition, I would definitely recommend.
5	Tudo conforme solicitado. Entregue antecipado	Everything as requested. early delivery
1	Tudo dentro do esperado	Everything as expected
5	Produto chegou antes do prazo previsto. Muito bem embalado.	Product arrived earlier than expected. Well packed.
5	Recebi o produto antes do prazo de entrega e em perfeitas condições. 	I received the product before the delivery date and in perfect condition.
5	stark está de parabéns,como sempre produto entregue antes do prazo.	stark is to be congratulated, as always product delivered before the deadline.
4	Tudo chegou rapidamente, bem embalado.	Everything arrived quickly, well packaged.
5	Este jogo comprei para que meu neto jogue com os pais e também com os amigos. Recomendo.	I bought this game for my grandson to play with his parents and also with friends. I recommend.
5	Ótimo 	Excellent
5	ameiii	ameiii
4	não usei ainda mais oarece bom	I haven't used it yet but it looks good
5	ja e a segunda vez que compro o mesmo produto do mesmo fornecedor e estou bem satisfeito.	This is the second time I buy the same product from the same supplier and I am very satisfied.
4	Entrega antes do prazo produto ótimo recomendo!	Delivery on time, great product, highly recommend!
1	O produto voltou para o remetente.	The product returned to the sender.
5	Recebi o produto há poucos dias. Por enquanto funcionando muito bem. 	I received the product a few days ago. For now working very well.
5	entrega antes d prazo	delivery before deadline
5	Não tem	There is not
2	bom dia....ainda não recebi o carrinho ate a data presente..  estou no aguardo	Good morning.... I still haven't received the cart until the present date.. I'm waiting
5	Gostei...protege mesmo o notebook. Além de caber caderno. 	I liked it... it even protects the notebook. Plus a notebook.
5	"Comprei com um pouco de receio de ficar muito escuro, pois meu cabelo esta castanho escuro e tem uns tons meio marrom. Porém deu uma leva mudada na cor mais n ficou ""pretão"" deu mto brilho e amei 😍"	"I bought it with a little fear of getting too dark, because my hair is dark brown and has some brown tones. But it changed the color but it didn't get ""black"" it gave a lot of shine and I loved it 😍"
5	Entregue no prazo.	Delivered on time.
1	completamente decepcionada com essa loja, é a 2° vez que compro e é a 2° vez q não tem o produto e enviam outro diferente, por favor retirem as fotos dos produtos q não tem pra não enganar os clientes	completely disappointed with this store, it's the 2nd time I buy and it's the 2nd time they don't have the product and they send a different one, please remove the photos of the products you don't have so as not to deceive customers
5	Ainda ganhei um livro de brinde	I even got a free gift book
1	Após aguardar mais de 1 mês da data do pagamento, o pedido foi cancelado pelo sistema. Fiz uma reclamação no site e até agora não recebi resposta. Uma falta de respeito e desonestidade. 	After waiting more than 1 month from the payment date, the order was canceled by the system. I made a complaint on the website and so far I have not received a response. A lack of respect and dishonesty.
5	GOSTEI DE TUDO	I LIKED EVERYTHING
5	sim recebi ate antes do prazo de entrega pessoal muito competente e prestativo recomendo sim,parabens pela equipe.	yes I received it even before the delivery deadline very competent and helpful staff I recommend yes, congratulations on the team.
5	Tudo ok	Everything is OK
3	Provável motivo - paralisação dos transportes	Probable reason - transport stoppage
3	Gostaria de receber o produto antes do ano novo se posivel 	I would like to receive the product before the new year if possible
5	Produto e atendimento perfeitos!!	Perfect product and service!!
2	comprei um modelo de relogio e veio outro totalmente diferente	I bought a watch model and it came with a totally different one.
5	Recebi um dos produtos até antes do prazo estipulado. Tudo perfeito e ótimo atendimento.	I received one of the products even before the stipulated time. Everything perfect and great service.
2	Entregaram somente um! Pessimo	They only delivered one! Terrible
1	A empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.  Não recomendo de jeito nenhum está empresa, e a su	The third targaryen company is not reliable, they sell products you don't have, you pay, wait, don't receive and then you have to run after a refund. I do not recommend this company at all, and their
4	Com a venda e a entrega, tudo ótimo. O prazo foi menor que o estipulado, mas, infelizmente, o perfume já não é mais o mesmo. Fiquei uns 15 anos sem comprar e a fragrância mudou. Que pena! Ficou comum.	With the sale and delivery, everything is great. The deadline was shorter than stipulated, but unfortunately, the perfume is no longer the same. I went about 15 years without buying and the fragrance has changed. What a shame! It became common.
5	Recebi o produto bem antes do prazo. O produto veio corretamente conforme fotos do anúncio e muito bem embalado.	I received the product well ahead of schedule. The product arrived correctly as advertised and very well packaged.
5	x	x
5	super recomendo, sempre uso esse perfume e gosto bastante.	I highly recommend it, I always use this perfume and I really like it.
4	entregue como combinado.	delivered as agreed.
1	O produto é replica de material frágil, paguei 125 fora quase 30 de frete por uma réplica, enquato na loja um e 250,e arrependi, se soubesse nunca compraria aq, não recomendado, horrível não gostei.	The product is a replica of fragile material, I paid 125 out of almost 30 shipping for a replica, while in the store one and 250, and I regretted it, if I knew I would never buy it here, not recommended, horrible I didn't like it.
3	recebi no prazo acordado e estou satisfeito com o produto.	I received it on time and I am satisfied with the product.
4	Bom	good
5	Não consigo falar com vocês.	I can't talk to you.
4	Produto lindo	beautiful product
5	Ta em fase de teste	It's in the test phase
5	Gosto de comprar na lojas lannister. pratico rápido e o produto chega antes do prazo de entrega.  Recomendo. 	I like to shop at lannister stores. I practice fast and the product arrives before the delivery date. I recommend.
5	Recomendo maravilhoso, me entregaram antes até do prazo amei. 	I recommend it wonderful, they delivered to me before the deadline I loved it.
5	Tratando-se de Tramontina não precisa apresentação. Mas o produto é muito bom. Segurança na cozinha é fundamental. A fixação das facas é muito firme. Por isso, não tenha duvidas em fixá- lo na parede	In the case of Tramontina, no introduction is necessary. But the product is very good. Kitchen safety is paramount. The fixation of the knives is very firm. So don't hesitate to fix it on the wall.
5	O produto é muito bom, foi entregue antes do prazo, excelente vendedor eu recomendo	The product is very good, it was delivered before the deadline, excellent seller I recommend
5	Parabéns!!! envio e entregas super rápidas. Loja Parceira muito eficiente, nunca vi igual melhor até que a própria stark.	Congratulations!!! super fast shipping and delivery. Very efficient partner store, I've never seen anything better than stark itself.
4	Comprei um relógio preto, porém chegou um vermelho, resolvi ficar com esse por também ter combinado com o quarto	I bought a black watch, but a red one arrived, I decided to keep this one because it also matched the room
1	Infelizmente, me entregaram um modelo diferente do que comprei. Inferior é mais barato. Lamentável.	Unfortunately, they gave me a different model than the one I bought. Lower is cheaper. Unfortunate.
4	Recebi de maneira rápida e eficiente	Received quickly and efficiently
4	Tive problema com os correios que não foram entregar, depois inventaram que tentararam 3 vezes sem sucesso. Tanto é mentira que me mandaram uma carta dia 16/01 notificando retirar até 15/01, pode? 	I had a problem with the post office that didn't deliver, then they invented that they tried 3 times without success. It's so much a lie that they sent me a letter on 01/16 notifying to withdraw until 01/15, can you?
4	Chegou antes do previsto, muito bom!	Arrived earlier than expected, very good!
5	Entrega rápida, gosteil	Fast delivery, I like it
2	frete muito alto.	very high shipping.
1	Muita demora na entrega	Long delay in delivery
5	sit confiavel	trusted site
1	O produto foi entregue errado. Não recebi o produto que comprei.	The product was delivered wrong. I did not receive the product I purchased.
4	Material muito bom  	very good material
5	Uma maravilha	Wonderful
1	o produto MANGUEIRA MAGICA 5M/15M, apresentou os seguintes problemas: cabo arranhado, várias partes da mangueira morta, e com ferros saindo da mangueira. Foi solicitado uma nova e estou no aguardo.  	the product MANGUEIRA MAGICA 5M/15M, presented the following problems: scratched cable, several parts of the dead hose, and with irons coming out of the hose. A new one was requested and I'm waiting.
1	Comprei um controle como sendo original.  Porém no controle e caixa está escrito que ele é recertificado, Ou seja, sofreu algum problema de fábrica e foi recondicionado para uso.   Decepcionado. 	I bought a controller as original. However, on the control and box it is written that it is recertified, that is, it suffered a factory problem and was reconditioned for use. disappointed.
5	otima	kidnaps
5	Super recomendo a loja  Produto chegou bem antes da data prevista em perfeito estado!	Super recommend the store Product arrived well before the expected date in perfect condition!
5	ENTREGUE PERFEITO E LOGO MAIS ESTAREI  COMPRANDO OUTRO PRODUTO.  OBGADO	PERFECT DELIVERY AND SOON I WILL BE BUYING ANOTHER PRODUCT. THANK YOU
5	Sim	Sim
5	Muito bom...	Very good...
5	Produto lindo, entrega muito rápida! Recomendo muito! 	Beautiful product, very fast delivery! I highly recommend!
1	ainda não recebi o produto acredito que não seja culpa do vendedor e sim dos correios , e estou com urgência     o produto se encontra parado nos correiros na data de 01/05/17 	I still haven't received the product I believe it's not the seller's fault but the post office, and I'm urgently the product is stopped in the post office on 05/01/17
1	Comprei 2produtos e só recebi 1 estou aguardando e ate agora ja tentei entrar em contato e nada ainda	I bought 2 products and only received 1 I'm waiting and so far I've tried to get in touch and still nothing
4	Chegou antes do prazo👍🏼 Muito bom 	Arrived ahead of schedule 👍🏼 Very good
3	Apesar de estar no prazo de entrega, a falta de informações quanto ao andamento de postagem do produto deixou a desejar, somente me encaminharam quando havia desistido da compra.	Despite being on time for delivery, the lack of information regarding the progress of the product's postage left something to be desired, they only sent me when I had given up on the purchase.
1	Até a data presente não recebi meu produto,muito demorado,estou arrependida de ter feito a compra.	To date I have not received my product, it took a long time, I am sorry I made the purchase.
5	O produto é otimo e correu tudo bem.	The product is great and all went well.
4	Produto entregue antes do prazo.	Product delivered before the deadline.
5	A entrega foi feita antes do prazo e tudo corretinho, além de que amei a bolsa!	The delivery was made before the deadline and everything was correct, besides that I loved the bag!
3	Foi a 1º compra com o parceiro targaryen da lannister, acho que está tendo problemas do CORREIOS, por enquanto não posso avaliar.	It was the 1st purchase with lannister's targaryen partner, I think it's having problems with the POST OFFICE, for now I can't evaluate.
1	"Eu recebi somente o relógio da coruja. Não recebi o relógio preto esportivo. No entanto, o status da entrega consta ""produto entregue"".    Assim, solicito esclarecimentos."	"I only received the owl watch. I did not receive the black sports watch. However, the delivery status says ""product delivered"". Therefore, I ask for clarification."
1	2 dos 4 sensores não funciona. Ja foram feito todos os testes e produto não esta funcionando.	2 of the 4 sensors does not work. All tests have been done and the product is not working.
5	chegou mais rapido q o esperado	arrived faster than expected
3	É muito bonita a cesta, mas é muito pequena, não entra nada dentro é mais pra decoração. fiquei muito decepcionada com o tamanho da cesta	The basket is very beautiful, but it is very small, nothing goes inside it is more for decoration. I was very disappointed with the size of the basket
5	Lindo minha cozinha e sala ficaram lindos 	Beautiful my kitchen and living room turned out beautiful
4	O produto foi entregue em tempo recorde e conforme descrito no anúncio.	The product was delivered in record time and as described in the advertisement.
3	bom vendedor	Good salesman
5	Chegou tudo certinho, produto em prrfeito estado, recomendo! 	Everything arrived in perfect condition, I recommend it!
1	Aborrecido, muito decepcionado. Até o presente momento sem informações para que possa ser resolvido. Procuro evitar o PROCON, mas acho que não terá outra solução.	Annoyed, very disappointed. So far, no information to resolve this issue. I try to avoid PROCON, but I think there will be no other solution.
1	AINDA NÃO RECEBI A ENCOMENDA 	I HAVEN'T RECEIVED THE ORDER YET
1	Eu comprei um relógio e me mandaram outro 	I bought a watch and they sent me another one
4	Suporte muito prático e util, de muita funcionalidade.	Very practical and useful support, with a lot of functionality.
5	fiquei satisfeita com a facilidade da compra	I was satisfied with the ease of purchase.
3	A película é ruim de péssima qualidade e não é só tamanho certo do celular	The film is bad, of poor quality and it's just not the right size for the phone
5	Adorei a minha compra , chegou muito rápido 	I loved my purchase, it arrived very fast
1	Comprei no dia 29/11 e a data de entrega deveria ser 12/12, porém até hoje (14/12) a mercadoria nem entregue para transporte foi. Preciso de informações corretas sobre quando receberei.	I bought it on 11/29 and the delivery date should have been 12/12, but until today (12/14) the goods were not even delivered for transport. I need correct information about when I will receive it.
2	Quando vão entregar?	When will they deliver?
1	não posso recomendar pois não recebi o produto	I cannot recommend as I did not receive the product
4	Entrega perfeita material bom...só o tamanho que errei.. não serviu mais vou ficar e de para outra pessoa...o tamanho m e muito pequeno.	Perfect delivery good material...just the wrong size..it didn't fit anymore I'll keep it and give it to someone else...size m is too small.
5	Produto bom relativo ao preço	Good product for the price
5	CHEGOU ANTES DA DATA. PRODUTO MUITO BOM, SÓ UMA RECLAMAÇÃO A FAZER A EMBALAGEM PARECE QUE FOI TIRADA DE UM LIXAO.	ARRIVED BEFORE THE DATE. VERY GOOD PRODUCT, JUST ONE COMPLAINT TO MAKE THE PACKAGING IT LOOKS LIKE IT WAS TAKEN FROM A DISHWASHER.
5	Excelente produto! Recomendo!	Excellent product! I recommend!
5	Foi a minha primeira compra e fiquei satisfeitíssima.	It was my first purchase and I was very satisfied.
4	Gostei muito do kit... agora é experimentar. 	I really liked the kit... now it's time to try it out.
5	nota 1000	use 1000
5	Super recomendo.	I highly recommend.
5	Entrega rápida, produto de excelente qualidade!  	Fast delivery, excellent quality product!
5	Tudo certo. Entrega ágil	All very well. Agile delivery
4	SIM REFERENTE AOS CELULARES E A CAPA EM COURO ATENDEU MINHAS EXPECTATIVAS, MAS A PELÍCULA VEIO ERRADA MEU LG É O K10 PRO TELA 5,7MM, A PELÍCULA VEIO PRO K10 NOVO 5,3MM 	YES REGARDING CELL PHONE AND THE LEATHER CASE MEET MY EXPECTATIONS, BUT THE FILM CAME WRONG MY LG IS THE K10 PRO SCREEN 5.7MM, THE FILM CAME PRO K10 NEW 5.3MM
1	ainda nao recebi o produto, que ja deveria ter chegado, por isso estou começando a ficar desapontada com o site lannister	I still haven't received the product, it should have arrived by now, so I'm starting to be disappointed with the lannister website
4	Tudo certo!	All very well!
3	O produto chegou antes do prazo, mas não veio o produto que eu comprei 	The product arrived ahead of schedule, but the product I ordered did not arrive.
5	recebi mas ainda não instalei. Veio conforme imaginei . lindo, espero que funcione perfeitamente.	I got it but I haven't installed it yet. Came as I imagined. beautiful, hope it works perfectly.
5	otimo produto amei	great product I loved it
2	Produto da China, no qual a marca Targus não é o verdadeiro fabricante.	Product from China, in which the Targus brand is not the real manufacturer.
5	Recebi o produto antes do prazo previsto. Em perfeito estado e muito bem embalado. Totalmente satisfeito.	I received the product ahead of schedule. In perfect condition and very well packaged. Totally satisfied.
1	Não era bem o que eu esperava  	It wasn't quite what I expected
5	As luminárias são simplesmente lindas!	The lamps are just beautiful!
5	Produto veio em perfeitas condições, mas a empresa colocou o endereço do cliente errado no pacote. Foi entregue no vizinho e por sorte consegui tê-lo.	Product came in perfect condition, but the company put the wrong customer address on the package. It was delivered to the neighbor and luckily I managed to have it.
1	Fiz o cancelamento do pedido antes de ser enviado, mas mesmo assim fizeram o envio do produto.  Estou com o produto e tenho que devolver.	I canceled the order before it was shipped, but they still shipped the product. I have the product and I have to return it.
5	Meu produto chegou em perfeito estado e antes do prazo de entrega!!	My product arrived in perfect condition and before the delivery date!!
5	Adorei combinou com minha sala.	I loved it matched my room.
4	Muito satisfeito  	Very satisfied
4	otimo som ,mais a luz é fraca .entregador mal educado 	great sound, but the light is weak. rude delivery man
5	Muito práticas! Não uso nem sacos plásticos, pois levo os recicláveis limpos em cada lixeira p/ os carrinhos coletores de lixo do condomínio. Comprei tb branca e preta, p/ orgânicos e não recicláveis	Very practical! I don't even use plastic bags, as I take clean recyclables in each trash bin to the condominium's garbage collection carts. I bought white and black, for organic and non-recyclable
1	O prazo para meu produto chegar era até o dia 10/04/2018 e até agora não recebi.	The deadline for my product to arrive was until 04/10/2018 and until now I have not received it.
5	Chegou muito rápido. A bolsa é de muito boa qualidade e tem um tamanho ótimo pra viajar.	It arrived very fast. The bag is of very good quality and is a great size for traveling.
5	Parabéns continua assim ecelente trabalho 	Congratulations keep it up great work
4	Produto entregue dentro do prazo, comecei usar a pouco tempo, espero o resultado desejado.	Product delivered on time, I started using it a short time ago, I expect the desired result.
4	Comprei a caixa de som mais nao chegou . Voces falaram que iria chegar dia 18 ate agora nada. Quero que me problema seje resolvido se nao irei procurar meus direitos. 	I bought the speaker but it didn't arrive. You said it would arrive on the 18th, so far nothing. I want my problem solved if I don't seek my rights.
5	Tudo ok	Everything is OK
2	Não recebi ainda meu produto.	I still haven't received my product.
1	Estou no aguardo do meu produto!!	I'm waiting for my product!!
4	bom	good
5	Produto absolutamente bem embalado e na caixa. Pelo preço achei q seria uma réplica, mas não é. Levei em uma relojoaria e o profissional me assegurou ser uma peça original como as q ele msm fornece.	Product absolutely well packed and in box. For the price I thought it would be a replica, but it's not. I took it to a watch shop and the professional assured me it was an original piece like the ones he supplies.
5	Dentro do prazo	Within the time limit
2	Infelizmente, encontramos na internet, lojas que para poderem vender, dizem que tem o produto pedido. Ao finalizar o pedido, o cliente fica à mercê do prazo de entrega que, nem sempre é cumprido.	Unfortunately, we find on the internet, stores that, in order to sell, say they have the requested product. When finalizing the order, the customer is at the mercy of the delivery time, which is not always met.
5	Nota 10	Use 10
1	Colocaram o perfume a venda e depois de aprovado falam que não tem estoque	They put the perfume for sale and after approval they say they don't have stock
3	Comprei o cesto para roupa e o mesmo está em desnível. 	I bought the laundry basket and it is uneven.
5	Leve e confortável.	Light and comfortable.
5	produto entregue no prazo e muito bem embalado como de costume  sem duvida eu recomendo	product delivered on time and very well packaged as usual without a doubt I recommend
3	nao gostei   porque demou muito para se entregua tive que compra outro produto  mais chegou tudo certinho na proxima talvez chega ante do ´prazo	I didn't like it because it took a long time to be delivered I had to buy another product but everything arrived right next time maybe it will arrive before the deadline
5	rapidos e praticos	fast and practical
5	MUITO BOM 	VERY GOOD
1	pedido 01-66821151,neste pedido fiz compra de 3 cortinas, recebi somente duas, cujos controles dos correios enviados são  PO 991 371 388 BR  PO 991 371 391 BR  GOSTARIA SABER SOBRE A QUE NÃO RECEBI?	order 01-66821151, in this order I bought 3 curtains, I received only two, whose postal controls sent are PO 991 371 388 BR PO 991 371 391 BR WOULD YOU LIKE TO KNOW ABOUT WHAT I DIDN'T RECEIVE?
5	Ótimo produto , recomendo 	Great product, I recommend
5	Produto de ótima qualidade preço justo 	Great quality product at a fair price
1	Me deram o prazo de 26 dias, para entrega, e restando 4, me informam que não seria possível, a entrega de meu produto.. Simplesmente ridículo.. 	They gave me 26 days for delivery, and with 4 days left, they inform me that it would not be possible to deliver my product.. Simply ridiculous..
5	Produto perfeito  Chegou bem antes do prazo  Superou minhas expectativas.  Estão de parabéns.	Perfect product Arrived well ahead of schedule Exceeded my expectations. They are to be congratulated.
3	O produto estava marcado para dia 12/12 e até agora não recebi 	The product was scheduled for 12/12 and I still haven't received it.
5	Produto chegou no prazo, ótima qualidade !	Product arrived on time, great quality!
5	Entrega rápida e produto em perfeito estado!	Fast delivery and product in perfect condition!
3	 Infelizmente a embalagem do meu baralho veio rasgada. Vai ser um presente. Vou ter q entregar para o aniversariante rasgado mesmo pois não da mais tempo de trocar.    Mas chegou dentro do prazo. 	Unfortunately my deck's packaging came torn. It will be a gift. I'll have to deliver it to the birthday boy torn up because there's no more time to change it. But it arrived on time.
4	 Só acho o frete aqui pra minha cidade caro, algumas coisas desisto de comprar por causa do valor do frete. Mas fora isso tudo beleza         	I just think the shipping here to my city is expensive, some things I give up buying because of the cost of shipping. But other than that, beauty
1	Estou indignada. É o presente de natal do eu filho ,comprei com antecedência e não chegou. 	I'm outraged. It's my son's Christmas present, I bought it in advance and it didn't arrive.
5	Recomendo, chegou na data certa.	Recommend, arrived on time.
1	Não entregaram o pedido	Did not deliver the order
5	Muito bom gostei de compra  	Very good I liked the purchase
1	"A compra desse item me lembra uma música:  ""Não era amor era: C I L A D A"""	"Purchasing this item reminds me of a song: ""It wasn't love it was: C I L A D A"""
5	Muito bom!chegou no prazo certinho e foi muito rápido, adorei!!😍😍	Very good! It arrived on time and was very fast, I loved it!!😍😍
5	Produto de boa qualidade, veio muito bem embalado, até a próxima compra, obrigado.	Good quality product, came very well packaged, until the next purchase, thank you.
2	É uma pena não ter chegado antes do Natal   Espero que chegue até o ano Novo!	It's a pity it didn't arrive before Christmas Hope it arrives by the New Year!
3	vocês deveriam informar na hora da compra ,que não estão entregando no local	you should inform at the time of purchase, that they are not delivering at the place
5	Recebi antes do prazo	I received it before the deadline
4	Aaprelho atende expectativa para auxiliar no tratamento com fisioterapia.	Aaprelho meets expectations to assist in the treatment with physiotherapy.
5	O produto foi entregue no prazo mesmo considerando que no período houve greve dos Correios. Em adição, o produto foi exatamente aquele que tínhamos solicitado, o que sugere ser uma empresa idônea.	The product was delivered on time, even considering that there was a postal strike during the period. In addition, the product was exactly what we had requested, which suggests that it is a reputable company.
4	Na minha opinião faltou o manual de instrução da lanterna.	In my opinion, the flashlight instruction manual was missing.
1	Comprei, paguei, e não entregaram!	Bought, paid, and they didn't deliver!
5	Chegou antes do previsto tudo certinho	Arrived earlier than expected, everything ok
4	Recebi corretamente.	I received correctly.
4	Produto muito bom, porém comprar pelo site tem o inconveniente de não ter como saber se o produto (nesse caso) é forte e resistente. Vou ter que usar por um período para avaliar melhor.	Very good product, but buying through the website has the inconvenience of not being able to know if the product (in this case) is strong and resistant. I'll have to use it for a while to evaluate better.
5	Produtos baratos e chegam bem antes do prazo.	Cheap and arrive well ahead of schedule.
1	Comprei o relógio e não veio o que eu pedi e tudo indica que ê falsificado. Não gostei. 	I bought the watch and it didn't come what I ordered and everything indicates that it is fake. Did not like.
1	Não sei se foi por causa dos correios, mas o fato é que nem sei se vou receber o produto, pois o lojista não entrou em contato comigo, mesmo após reclamação.	I don't know if it was because of the post office, but the fact is that I don't even know if I'll receive the product, because the shopkeeper didn't contact me, even after a complaint.
3	produto veio diferente do que comprei e ja fiz a devolução 	Product came different from what I bought and I already returned it
1	Atraso na entrega sem dar satisfação ao cliente, que com certeza escolheu o produto com cuidado e com as melhores expectativas. Falta de consideração.	Delay in delivery without satisfying the customer, who certainly chose the product carefully and with the best expectations. Lack of consideration.
5	Gostei bastante	I really liked it
3	Entrega rapida	Fast delivery
