score	comment	comment_english
5	Recomendo sempre meus parabéns.	I always recommend my congratulations.
4	Demorou muito	It took too long
2	Apesar dos produtos da loja serem de bom custo, o tempo da entrega e a falta de informações para o cliente sobre o andamento do pedido, deixa muito a desejar. Infelizmente não recomendo a terceiros.	Although the store's products are reasonably priced, the delivery time and the lack of information for the customer about the progress of the order leaves a lot to be desired. Unfortunately I don't recommend it to others.
5	Amei o produto, do jeito que eu esperava e imaginava! Já usei muito 	I loved the product, just as I expected and imagined! I've used it a lot
3	Barato mas poderia ser melhor o produto	Cheap but the product could be better
2	Não tenho como avaliar se ainda não estou de posse do produto. Qual a previsão de chegada?	I can't tell if I don't have the product yet. What is the expected arrival date?
1	A película de vidro veio riscada e sem o plástico 2 de proteção e a capa do J7 muito larga.  A película do A6 levanta as bordas não dá para usar junto com a capa protetora.	The glass film came scratched and without the protective plastic 2 and the J7 cover was very wide. The A6 film lifts the edges and cannot be used together with the protective cover.
5	Gostei muito de comprar na targaryen, pq entregam dentro do prazo.	I really enjoyed shopping at targaryen, because they deliver on time.
5	Tudo ótimo.	Everything's good.
5	Compra perfeita.    Recomendo com méritos.	Perfect purchase. I recommend it with merit.
5	Recebi o produto muito antes do programado	I received the product much earlier than scheduled
5	Tapete top 	Carpet top
1	Meu pedido era pra ter chegado até no máximo dia 20 de março, hoje já é dia 22 de março e ainda não chegou!!! Estou bastante desepcionado com a loja.	My order was supposed to arrive no later than March 20th, today is March 22nd and it still hasn't arrived!!! I am quite disappointed with the store.
1	Gostaria de saber pq o produto não foi entregue. Gostaria de uma solução 	I would like to know why the product was not delivered. I would like a solution
1	N gostei do produto n era oq imaginei nem oq eu eeperava	I didn't like the product it was not what I imagined or what I expected
1	Comprei um BALANÇO INFANTIL, e me entregaram 06 xícaras de café azul marinho, com pires, sem valor comercial algum. Como não sabia do erro a embalagem foi aberta.	I bought a CHILD BALANCE, and they gave me 06 cups of navy blue coffee, with saucers, with no commercial value. As I didn't know about the error, the package was opened.
1	Preciso de uma posição. Até agora não recebi o produto.	I need a position. So far I have not received the product.
5	Excelente!   Veio certinho, veio bem antes do dia.   Super recomendo...   Obg 	Great! It came right, it came well before the day. I highly recommend... Thank you
5	promessa cumprida entrega no prazo muinto bom.	Promise fulfilled delivery on time very good.
4	Produto muito bom, veio com nota fiscal e não veio lacrado e protegido.	Very good product, came with invoice and did not come sealed and protected.
5	Transação ótima. Como tadas que fiz junto ao stark.	Great transaction. Like tadas I made with stark.
5	gostei de tudo e a entrega foi bem antes da data falada. otimo. e o frete nao foi tao caro.	I liked everything and the delivery was well before the stated date. excellent. and the shipping was not that expensive.
1	Comprei e paguei um produto em 03/03/2018.  No dia 19/03 recebi mensagem da lannister.com dizendo que houve problema na entrega nos Correios. Desde então tenho reclamado sem obter nenhuma resposta.	I bought and paid for a product on 03/03/2018. On 03/19 I received a message from lannister.com saying that there was a problem with the delivery at the Post Office. Since then I have complained with no response.
1	Não recebi o produto conforme a foto do anúncio, já solicitei a devolução e ainda aguardo resposta.  Não fiquei satisfeita com esse produto que é inferior ao dá foto do anúncio 	I have not received the product as shown in the ad, I have already requested a return and am still awaiting a response. I was not satisfied with this product which is inferior to the ad photo
5	ótimo relogio, a pulseira é super confortável.	Great watch, the bracelet is super comfortable.
2	Decepção no atraso.	Disappointed delay.
1	Estou aguardando resposta sobre pq não enviaram o produto ainda...	I'm waiting for a response on why they haven't sent the product yet...
1	Não recebi o produto!	I didn't receive the product!
5	O produto chegou em perfeito estado e antes do prazo estabelecido. O produtoné bom e atingiu as minhas expectativas 	The product arrived in perfect condition and ahead of schedule. The product is good and it met my expectations
5	Sempre comprei com o baratheon, e continuarei comprando.	I've always bought with baratheon, and will continue to buy.
5	Produto muito bom e entrega rápida 	Very good product and fast delivery
5	Chegou bem antes do prazo!!	Arrived well ahead of schedule!!
5	Recebi a mercadoria dentro do prazo previsto é estou satisfeita com a qualidade da mercadoria.  Recomendo a comprar na lannister.	I received the goods on time and I am satisfied with the quality of the goods. I recommend buying from Lannister.
1	No meu pedido aparece que ja foi entregue, mas não recebi nada ainda	My order says it's already been delivered, but I haven't received anything yet.
4	produto bom	good product
5	Mais rápido do que o previsto.	Faster than anticipated.
4	Só não gostei que os pezinhos do cesto são desnivelados deixando o cesto bambo.	I just didn't like that the basket feet are uneven leaving the basket wobbly.
5	Chega super rápido produtos,ótimos	Arrives super fast, great products
5	super recomendo	I highly recommend
4	Tudo certo, ótimo produto e bem acabado.	Everything ok, great product and well finished.
2	Só não gostei da nota colado com fita sem colocar no saquinho rasgou a nota só que não tenho impressora pra imprimir o que venho pelo mail	I just didn't like the note glued with tape without putting it in the bag ripped the note but I don't have a printer to print what I come by mail
1	Mesmo a entrega arrasada eu ainda quero minhas panelas	Even the broken delivery I still want my pans
5	Produto enviado rapidamente. Chegou direitinho. Recomendo!	Product shipped quickly. It arrived just fine. I recommend!
5	Recebi no prazo e o produto é de boa qualidade 	I received it on time and the product is of good quality.
5	Produto entregu no prazo conforme pedido.	Product delivered on time as ordered.
4	Ótimo produto. Só os correios q como sempre fez lambança e demorou um pouco mais pra chegar.	Great product. Only the post office that as always made a mess and took a little longer to arrive.
5	Com descrito na avaliação ainda não montei mas abri a embalagem que veio muito bem embalado para ver a cor é é exatamente o que pedi 	As described in the review, I haven't assembled it yet but I opened the package that came very well packed to see the color and it's exactly what I asked for
1	Comprei duas unidades do produto e só veio uma. Não consigo atendimento.	I bought two units of the product and only one came. I can't get service.
1	A DATA DE ENTREGA ERA DIA 27/09/2017  MAIS AINDA NÃO RECEBI MEU PRODUTO NA MINHA RESIDENCIA	THE DELIVERY DATE WAS 09/27/2017 BUT I STILL HAVE NOT RECEIVED MY PRODUCT AT MY RESIDENCE
1	Pedi o cancelamento do produto logo após a compra e mesmo assim ele foi enviado e nem chegou para mim. Não quero o produto.	I asked for the product to be canceled right after the purchase and it was still sent and it didn't even reach me. I don't want the product.
5	Pontualidade!	Punctuality!
2	O produto era pra ser entregue até 23/01 e até o momento (03/02) ainda não recebi.	The product was supposed to be delivered by 23/01 and until now (03/02) I still haven't received it.
3	O secador chegou na data certa, agora a chapinha ainda não recebi.  	The dryer arrived on time, now I still haven't received the flat iron.
5	Entregou bem antes do prazo. Muito satisfeita.	Delivered well before the deadline. Very satisfied.
3	Demorou muito pra chegar, mas acredito ser por conta dos Correios 	It took a long time to arrive, but I believe it was due to the Post Office.
5	Compro a bastante tempo nas lannister e os produtos sempre chegam bem antes do prazo e são de ótimas qualidades 	I've been buying from Lannister for a long time and the products always arrive well ahead of schedule and are of great quality
3	NÃO RECEBI MEU PEDIDO AINDA , O PRAZO ERA ATÉ DIA 20/03/18. 	I HAVE NOT RECEIVED MY ORDER YET, THE DEADLINE WAS UNTIL 03/20/18.
5	Recebi antes do prazo, ótima loja. Produto intacto.	Received earlier than expected, great store. Product intact.
5	rapido e seguro	fast and safe
5	Recomendo a todos	I recommend to everyone
1	O material da mochila ficou a desejar.	The material of the backpack was to be desired.
3	Indico	Evidence
5	Produto muito útil e ótima qualidade	Very useful product and great quality
5	A minha filha adorou o brinquedo... o prazo foi obedecido... 	My daughter loved the toy... the deadline was met...
3	bom d ++++	good d++++
5	Maravilhosa, a cadeira veio praticamente montada, muito boa!	Wonderful, the chair came practically assembled, very good!
4	Bem pequeno ideal p levar no carro 	Very small ideal to take in the car
3	Rapidez e prontidão 	speed and readiness
5	Estou usando o produto. Parece cumprir o que promete.	I'm using the product. It seems to deliver what it promises.
4	Parabéns pelo comprometimento com seus clientes. 	Congratulations on your commitment to your customers.
4	Tudo perfeito, ficaria melhor se tivesse parcelamento. Pelo menos em 3 vzs.   Mesmo assim agradeço pelo produto. Era do jeito que estava pensando. 	Everything perfect, it would be better if it had installments. At least 3 times. Still thanks for the product. It was the way I was thinking.
5	Boa recomendo	good recommend
1	Apesar do site dizer que o produto possuía enrolador automático do fio, o produto que recebi possui fio fixo. 	Despite the website saying that the product had an automatic wire winder, the product I received has a fixed wire.
1	Não recebi meu produto até hoje é era um presente de casamento.	I haven't received my product until today and it was a wedding gift.
5	Produto como anunciado,boa qualidade,bom acabamento.Foi facil a instalação,até o momento a compra foi boa.	Product as advertised, good quality, good finish. It was easy to install, so far the purchase was good.
3	t4354t4t	t4354t4t
5	Todo certo entrega rapida.	All right fast delivery.
1	Mandou errado e quando pedi pra trocar disse que não tinha e cancelou sem avisar ninguém, tive que ligar e perguntar.	He sent it wrong and when I asked to exchange it he said he didn't have it and canceled without notifying anyone, I had to call and ask.
1	O produto demorou MUITO para chegar e veio com defeito. Ao contatar a loja, tive que INSISTIR para trocarem mesmo com fotos dos defeitos e ainda por cima tive de pagar para enviar. Prejuízo!	The product took a LONG time to arrive and was defective. When contacting the store, I had to INSIST to exchange it even with photos of the defects and on top of that I had to pay to ship. Loss!
5	ótima loja, produto correto entregue no prazo, excelente	great store, correct product delivered on time, excellent
1	capa protetora de celular igual a descrição, porém, o tamanho da capa e da pelicula de vidro veio maior doque o modelo descrito. super chateada por não receber o que era esperado.	cell phone protective cover same as the description, however, the size of the cover and the glass film came larger than the model described. super upset for not receiving what was expected.
5	gostei do produto	I like the product
3	São bonitas, o único problema que são muito finas. Deveria ser melhor 	They are beautiful, the only problem is that they are very thin. should be better
5	Excelente qualidade   	Excellent quality
3	Recebi antes do prazo,porém produto um pouco diferente da foto. Na foto parecia ser maior	Received ahead of schedule, but product a little different from the photo. In the photo it looked bigger.
5	o produto chegou antes do prazo o que posso dizer e que as lannister e uma loja que se preocupa com o seu consumidor, e quando eu precisar compra novamente irei comprar so nas lannister. obrigado. 	the product arrived before the deadline what can i say is that lannister is a store that cares about its consumer, and when i need to buy it again i will buy only in lannister. thanks.
5	Recebi o produto antes do prazo que me deram e veio igual ao anunciado	I received the product before the deadline they gave me and it came as advertised.
1	Não recebi o relógio!	I didn't receive the watch!
5	Deveria ter frete grátis	Should have free shipping
1	Não telefonou nem mandou email pra informa o q está a acontecendo. Com a entrega uma bosta essa empresa devia fechar de tão ruim q e o atendimento 	Didn't call or email to let you know what's going on. With the delivery sucks, this company should close it's so bad that the service
2	Paguei por um cabo e um carregador de celular. Porém recebi somente o carregador.	I paid for a cable and a cell phone charger. But I only received the charger.
5	Meu filho adorou a bandana não quer mais tirar.	My son loved the bandana he doesn't want to take it off anymore.
1	Não entendi cancelei o pedido e vcs me mandao mensagem não quero mais o lençol e quero o dinheiro de volta no saite está um lençol lindo e chegou um totalmente diferente 	I didn't understand I canceled the order and you send me a message I don't want the sheet anymore and I want the money back on the website it's a beautiful sheet and a totally different one arrived
5	Muito bom chegou no prazo eu recomendo produto muito bom...	Very good arrived on time I recommend very good product...
5	Entrega perfeita. Parabéns!	Perfect delivery. Congratulations!
5	produto entregue dentro do prazo e de acordo com o escolhido.	product delivered on time and in accordance with the chosen one.
3	A loja foi rapida em preparar o produto para ser postado. Porem os correios nao entregaram o produto, e ja faz mais de um mes.	The store was quick to prepare the product for shipping. But the post office didn't deliver the product, and it's been over a month.
1	SEM INFORMAÇÕES SOBRE O PARADEIRO  	NO WHERE INFORMATION
5	Boa	Boa
4	Sendo ausência de plástico bolha, mais chegou antes do prazo e em perfeito estado!	With no bubble wrap, but it arrived ahead of schedule and in perfect condition!
4	Dois produtos similares, de uma mesma empresa, para o mesmo endereço, com entregas separadas. É o custo desnecessário que o cliente paga pela ineficácia do fornecedor.	Two similar products, from the same company, to the same address, with separate deliveries. It is the unnecessary cost that the customer pays for the ineffectiveness of the supplier.
4	produto excelente, entrega antes do previsto 	excellent product, delivery ahead of schedule
5	Excelente	Great
5	Produto como descrito e chegou antes do prazo	Product as described and arrived on time
5	O preço aqui no site esta bem mais em conta do que no site oficial do produto, não tive problemas nenhum, desde a compra à entrega.	The price here on the website is much more affordable than on the product's official website, I had no problems, from purchase to delivery.
1	Estou esperando meu produto	I'm waiting for my product
1	nao recebi o produto completo.. de 6 copos faltaram 4... aguardo resposta	I didn't receive the complete product.. of 6 glasses, 4 were missing... I'm waiting for a response
5	Entrega no prazo, bem embalada, produto correto, estou muito satisfeito.	Delivery on time, well packaged, correct product, I am very satisfied.
5	Produto ótimo e entregue beem antes do prazo .	Great product and delivered well ahead of schedule.
5	Adorei o brinde!	I loved the toast!
1	produto não correspondeu as expectativas.  não funciona ... 	product did not live up to expectations. does not work ...
2	tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável	I have another sling from another brand with much softer, malleable and pleasant fabric
5	Muito bom	Very good
5	Produto excelente. Entregs rápida	Excellent product. fast deliveries
4	Produto entregue no prazo, conforme combinado.	Product delivered on time as agreed.
5	Ótimo produto. Veio tudo certinho antes do prazo de entrega. A bolsa tem ótimo acabamento. Superou minhas expectativas.	Great product. Everything came right before the delivery date. The bag has a great finish. Exceeded my expectations.
1	Entregaram um produto totalmente diferente do que eu comprei.  Me entregaram uma antena de 15 DBI, não foi o que eu comprei.	They delivered a completely different product than the one I bought. They gave me a 15 DBI antenna, it wasn't what I bought.
5	Produto lindo.	beautiful product.
5	estou satisfeito	I am satisfied
5	 Ótimo produto e o prazo de entrega foi cumprido, recomendo	Great product and the delivery time was met, I recommend
5	Ótimo produto	great product
1	Ainda não recebi o produto	I have not received the product
1	Ainda nao rrecebi	I still haven't received
1	Somente o Quadro Cofre Para minha Próxima Viagem 33x24x5cm foi entregue.	Only the Frame Safe for my Next Trip 33x24x5cm was delivered.
4	Entregou no prazo porém muito demorado.	Delivered on time but took a long time.
5	A melhor loja entrega rápida recomendo a todos 	The best store fast delivery recommend to everyone
2	ok	ok
5	FOI ENTREGUE ANTES DO PRAZO,GOSTEI!!!!	IT WAS DELIVERED BEFORE THE DEADLINE, I LIKE IT!!!!
5	Eu recomendo! 	I recommend!
5	Muito bom, super recomendo 😍	Very good, I highly recommend 😍
5	tudo dentro da normalidade de venda, compra e entrega.	all within the normality of sale, purchase and delivery.
3	Produto entregue em mãos,lindo e original.Desagradou o fato de cobrar taxa de entrega rápida 10 dias e não cumprir com o combinado.Quero reembolso da taxa extra.Não se vende o que não têm. 	Product delivered by hand, beautiful and original. He was displeased with the fact that he charged a 10-day fast delivery fee and did not comply with the agreement. I want a refund of the extra fee.
5	Linda e confortável essa cadeira... 	This chair is beautiful and comfortable...
5	Chegou no prazo, relógio lindo!	Arrived on time, beautiful watch!
4	Produto top pra quem que apaixonado por fazer drinks, recomendo o produto e a loja tbm que entregou no até antes do prazo.	Top product for those who are passionate about making drinks, I recommend the product and the store that delivered it before the deadline.
1	Não recomendo essa loja pra ninguém comprei o presente do meu filho no dia 23 de janeiro vai fazer um mês e nada ainda estão dizendo que o carteiro chamou e ninguém atendeu fiquei o dia inteiro emcasa	I don't recommend this store to anyone I bought my son's gift on January 23, it's been a month and nothing is still saying that the postman called and no one answered I stayed at home all day
2	 Esticamente bonita,mas pra quem mora no estado de SP como eu não compensa, sai caro e a pulseira e não é aquelas coisas, não é pedra e enfim.. Nada que vc nao consiga achar nas barraquinhas de rua.	Aesthetically beautiful, but for those who live in the state of SP like me, it's not worth it, the bracelet is expensive and it's not those things, it's not stone and anyway.. Nothing you can't find in street stalls.
4	Chegou conforme combinado.	Arrived as agreed.
1	Pedi 3 unidades do produto é só foram entregues 2 unidades	I ordered 3 units of the product and only 2 units were delivered
1	Comprei um quite de tesouras fio navalha, mas não recebi o modelo que foi escolhido pelo site	I bought a set of razor wire scissors, but I didn't receive the model that was chosen by the site
5	Excelente	Great
5	Excelente !!!	Great !!!
1	Embora no site da stark consta que o produto foi entregue eu não o recebi. Segundo a portaria do meu condomínio( pessoal da segurança) a mercadoria não foi entregue, ou seja eles não refeberam nad	Although on the stark website it says that the product was delivered, I did not receive it. According to the concierge of my condominium (security personnel) the goods were not delivered, that is, they did not receive anything.
5	Produto muito bom, tudo certo no meu PS4, recomendo.	Very good product, all right on my PS4, I recommend it.
5	Muito satisfeita, o produto é lindo. Recomendo!	Very satisfied, the product is beautiful. I recommend!
4	Bom produto recomendo	Good product, I recommend
5	Produto entregue de acordo com as expectativas.	Product delivered as expected.
5	Ótimo muito obrigado 	Great thanks a lot
1	Ainda não recebi o produto, já passou do prazo e ninguém entra em contato pra dizer o que houve.	I still haven't received the product, the deadline has passed and no one gets in touch to say what happened.
1	quero trocar e nao estou conseguindo a cinco dias	I want to exchange and I haven't been able to get it for five days
5	Muito rápido a entrega 	very fast delivery
5	 Bom  	Bom
5	compra excelente, ótimo serviço, ótimo produto.	Excellent purchase, great service, great product.
5	Produto chegou antes do prazo e era exatamente o que eu estava procurando	Product arrived ahead of schedule and was exactly what I was looking for.
1	Demorou um a entrega	delivery took a while
3	BOM PRODUTO	GOOD PRODUCT
5	Já sou cliente antigo e confio da organização	I am an old customer and I trust the organization
5	Produto entregue no prazo. E o atendimento sempre excelente. 	Product delivered on time. And the service is always excellent.
1	Na minha avaliação considero o produto como não entregue pois está fora das especificações da minha compra no site o correto seria com a capacidade de 3 litros ao invés disto recebi um produto de 0,7l	In my evaluation, I consider the product as not delivered because it is out of the specifications of my purchase on the website, the correct one would be with a capacity of 3 liters instead of this I received a product of 0.7l
1	O Pen drive que grava voz e vídeo chegou no prazo, porém está com defeito. Não está gravando nada. Mandei um email para a loja que enviou o produto é aguardando uma posição para resolução do problema.	The Pen drive that records voice and video arrived on time, but it is defective. It's not recording anything. I sent an email to the store that sent the product and is waiting for a position to resolve the problem.
5	cartucho original lacrado	sealed original cartridge
3	Infelizmente o produto veio com defeito de fábrica e já acionei a devolução do produto	Unfortunately, the product came with a factory defect and I have already triggered the return of the product.
1	Não recebi o produto 	I didn't receive the product
3	A minha avaliação é Muito Baixa..., pois, ainda NÃO RECEBI A MINHA COPRA!!!	My rating is Very Low..., therefore, I HAVE NOT RECEIVED MY COPRA!!!
5	Produto chegou bem antes do prazo e é exatamente igual ao anuncio. A pelicula de vidro não é das mais resistentes, mas atende ao usuário cuidadoso.	Product arrived well ahead of schedule and is exactly as advertised. The glass film is not the toughest, but it suits the careful user.
5	Entrega rápida dentro do prazo 	Fast delivery on time
1	Nao consigo contato com ninguem pra saber do meu produto. Também nao é real a informacao sobre o motivo da nao entrega do produto,mas nao consigo fazer a reclamacao.	I can't contact anyone to find out about my product. The information about the reason for the non-delivery of the product is also not real, but I can't make a complaint.
5	Chegou bem rapido.gostei muito dessa capinha é bem transparente e não oculta a beleza do celular.baratheon de parabens como sempre.	It arrived very quickly. I really liked this case, it is very transparent and does not hide the beauty of the cell phone. Congratulations baratheon as always.
2	fiz uma compra de 9 frascos de omega 3 takecare , numero do pedido 01-67207504  e so recebi 3 frascos , quero saber quando vou receber os 6 frascos , pois liguei no correios e nao tem mas entrega 	I made a purchase of 9 bottles of omega 3 takecare, order number 01-67207504 and I only received 3 bottles, I want to know when I will receive the 6 bottles, because I called the post office and there is no delivery
1	Não recebi a colcha vinho. Reclamei mas não deu em nada. Não recomendo.  Quero a colcha ou o meu dinheiro de volta	I did not receive the wine quilt. I complained but nothing came of it. I do not recommend. I want the quilt or my money back.
3	Muita demora para a entrega.	Long delay for delivery.
1	Comprei 4 anilhas só chegou 1.	Bought 4 washers only 1 arrived.
5	Recomendaria a loja por sua rapidez e preocupação com o cliente.	I would recommend the store for its speed and customer care.
1	correios informa que ate agora não chegou no cd da minha cidade, mas loja que entrega com o correio so se pode esperar isso mesmo	post office informs that so far it hasn't arrived on my city's cd, but the store that delivers with the post office can only expect that
4	Como o produto foi violado, já entrei em contato com o baratheon que segundo a atendente será reenviado outro quite.Quero salientar ainda que o único produto que me entregaram foi o fixador de cachos.	As the product was violated, I already got in touch with the baratheon who, according to the attendant, will be resent another set. I also want to point out that the only product they delivered to me was the curl fixer.
5	Excelente qualidade.	Excellent quality.
3	A mesa mesmo sendo pequena é bonita e me atendeu bem. Quanto a entrega tive problemas com a transportadora correios mais foi resolvido.	The table, despite being small, is beautiful and served me well. As for the delivery, I had problems with the courier, but it was resolved.
1	Acho que se pago frente tenho que recebero produto na minha residência 	I think if I pay up front I have to receive the product at my home
5	Tudo que pedi chegou no prazo , até antes,o tapete e super macio. baratheon muito eficiente.	Everything I ordered arrived on time, even before, the rug is super soft. very efficient baratheon.
1	Comprei dois kits para meus aparelhos J5 Samsung. Ambas capas plásticas tem corte errado, tapando o flash. A película não cobre toda a extensão da tela. Desejo proceder com a devolução, para troca.	I bought two kits for my Samsung J5 devices. Both plastic covers have the wrong cut, covering the flash. The film does not cover the entire length of the screen. I want to proceed with the return, for exchange.
4	Produto chegou rápido.	Product arrived quickly.
5	Chegou em uma semana,o prazo era de um mês ou mais,pq em dia de jogo da copa não seria contado como dias uteis, fiquei muito satisfeita com a rapidez.muito bom .	It arrived in a week, the deadline was a month or more, because on the day of the cup game it would not be counted as working days, I was very satisfied with the speed.very good.
5	Produto entregue no prazo é de ótima qualidade	Product delivered on time is of great quality
5	Produto de qualidade.	Quality product.
3	A foto do site enganou o tamanho do relogio. Achei que estava comprando o pequeno e era o grande.	The photo on the website has the size of the watch wrong. I thought I was buying the small one and it was the big one.
5	Recebi corretamente, mto antes do prazo estipulado.	I received it correctly, much earlier than the stipulated time.
4	Comprei dois produtos.   Este foi entregue no prazo.  O outro ainda não foi entregue e o prazo já acabou.	I bought two products. This was delivered on time. The other has not yet been delivered and the deadline is already over.
1	Produto do camelô... 100% Paraguai  Pior compra que já fiz na internet.  Anúncio não condiz com o produto.    Quero devolver...	Product from the street vendor... 100% Paraguay Worst purchase I've ever made on the internet. Advertisement does not match the product. I want to return...
5	Muito bom	Very good
3	Não recebi na cor que estava no anúncio 	I didn't receive the color that was in the ad.
5	Ótimo produto, entregue antes do tempo! 	Great product, delivered ahead of time!
5	Muito bom esquenta rápido 	Very good heats up fast
1	Veio o produto errado. Não costumo ter problemas com compras nesse site. Mas dessa vez estou decepcionada. Preciso de uma solução urgente.	The wrong product came. I don't usually have problems with shopping on this site. But this time I'm disappointed. I need an urgent solution.
5	Loja com a menor taxa de entrega pro meu bairro, com o produto no melhor preço, entregando antes da previsão.  Estou muito satisfeito 	Store with the lowest delivery rate for my neighborhood, with the product at the best price, delivering before the forecast. I am very satisfied
5	Entrega no prazo e produto de qualidade!	On-time delivery and quality product!
4	Excelente relógio 	excellent watch
1	Comprei jogo cama casal em seda prata. A cor veio correta, contudo a confecção é de baixa categoria. Costuras soltas e esgaçadas; feito sem qualidade. Não recomendo ! Não compraria de novo. Péssima !	I bought a double bed set in silver silk. The color came correct, however the making is of low category. Loose and frayed seams; made without quality. I do not recommend ! Would not buy again. Awful!
1	Recebi um produto diferente do que pedi e não estou sendo assistida quanto a isso !	I received a different product than what I ordered and I am not being assisted about it!
5	Gostei, recebi a tes do prazo	I liked it, I received it on time
4	O produto não é tão portátil quanto anunciado.	The product is not as portable as advertised.
5	Ótimo vendedor! Recomendo a todos!	Great seller! I recommend it to everyone!
5	Produto de Qualidade.	Quality product.
5	OtiMo preço	Great price
4	Infelizmente nenhum dos pinos serviu para o meu note	Unfortunately none of the pins fit my notebook.
5	Entregue antes do prazo.....amei  	Delivered ahead of schedule.....loved it
4	Tudo conforme anunciado! Recomendo!	All as advertised! I recommend!
5	Muito bom..	Very good..
5	Antes do prazo e tudo certo. Voltarei a comprar	Before the deadline and everything ok. I will buy again
1	Não recebi o kit transmissão ainda...	I haven't received the transmission kit yet...
3	Essa mochila é muito boa conforme estava escrito e tudo. Esse produto é muito bom! Porém a caixa veio meia aberta e estava rasgada tbm. Só aceitei pq eu conferi se a mochila estava dentro MSM. 	This backpack is very good as it was written and everything. This product is really good! But the box came half open and was torn as well. I only accepted because I checked if the backpack was inside the MSM.
2	Comprei o produto no ano passado em dezembro, quase no incio, e demorou demais pra chegar, quase 1 mes. Suplemento na lannister demora demais pra chegar, e so aqui.	I bought the product last year in December, almost at the beginning, and it took too long to arrive, almost 1 month. Supplement at lannister takes too long to arrive, and only here.
5	Chegou dentro.do.prazo 	Arrived within.time.
4	Boa	Boa
5	Na minha opinião a loja foi eficaz e até mesmo antecipou a entrega que foi feita bem antes do prazo programado!	In my opinion the store was efficient and even anticipated the delivery which was made well before the scheduled deadline!
1	Mandei inúmeras mensagens sobre o rastreamento do meu produto e não obtive resposta. ja paguei e primeira parcela e nada do relógio chegar. o que fazer? onde ir? 	I sent numerous messages about tracking my product and got no response. I already paid and the first installment and nothing from the clock arrives. what to do? where to go?
3	pedi 03 unidades e so recebi 2	I ordered 03 units and only received 2
5	Adorei, como na foto	I loved it, as in the photo
5	Excelente vendedor, ótimo produto 	Excellent seller, great product
4	Rapida entrega. Produto bem embalado. Recomendo.	Fast delivery. Product well packaged. I recommend.
5	Achei interessante foi o prazo de entrega que me foi dito: era para eu ter recebido o produto com um mês de prazo, mas bastaram 10 dias. Excelente!	The delivery time I was told was interesting: I was supposed to have received the product within a month, but 10 days were enough. Great!
5	Entrega muito antes do previsão. Produto na validade legal e em perfeito estado. Excelente.  	Delivery much earlier than expected. Product with legal validity and in perfect condition. Great.
5	tranquilo, só nunca consigo imprimir a nota fiscal ....	cool, I just can't print the invoice....
5	entregarão bem antes do prazo.	will deliver well ahead of schedule.
4	O produto chegou como esperado, excelente.	The product arrived as expected, excellent.
3	Não é um produto de boa qualidade. Fiquei decepcionada.	It is not a good quality product. I was disappointed.
5	Adorei a experiência de compra	I loved the shopping experience
1	o produto esta atrasado, ainda não chegou no meu endereço	the product is late, it still hasn't arrived at my address
4	Produto entregue rápido e conforme especificado	Product delivered fast and as specified
4	Ótimo 	Excellent
5	Entrega rápida, produto razoável recomendo!!!	Fast delivery, reasonable product recommend!!!
5	Satisfeita 	satisfied
5	Sempre que posso e preciso comprar algo, esse é o melhor site.	Whenever I can and need to buy something, this is the best site.
5	Gostei muito.	I really liked.
4	A cadeira chegou desmontada, que é de praxe, já sabia desse detalhe. Meu marido montou sem problemas. A única observação que faço é sobre o cuidado com a embalagem. As peças da cadeira (acento, encost	The chair arrived dismantled, which is usual, I already knew that detail. My husband mounted it with no problems. The only comment I make is about the care with the packaging. Chair parts (accent, backrest
1	Estou aguardando chegar para poder classificar o produto	I'm waiting for it to arrive so I can rate the product
3	A estampa é muito linda, a caminha para o cachorrinho também. O tecido poderia ser um pouquinho melhor. Mas, estou satisfeita. 	The print is very beautiful, the dog bed too. The fabric could be a little better. But, I'm satisfied.
5	Gostei muito pois entrega até antes do prazo determinado.  Muito Bom!!!	I really liked it because it was delivered before the specified time. Very good!!!
5	Recebi o produto no prazo e em perfeitas condições. Meu sobrinho gostou muito!  Recomendo.	I received the product on time and in perfect condition. My nephew really liked it! I recommend.
1	Loja lixo, entregaram produto errado, mandei email pro stark reclamando, nem obtive resposta, bela consideraçao por um cliente de tantos anos, qro ver o valor na minha fatura, ja q sao diferentes!	Junk store, they delivered the wrong product, I sent an email to stark complaining, I didn't even get a response, nice consideration for a customer of so many years, I want to see the value on my invoice, since they are different!
1	Inrresponsabiliade, estou esperando um produto que o prazo era dia até dia 14, estou insatisfeita.	Irresponsibility, I'm waiting for a product that the deadline was day until the 14th, I'm dissatisfied.
3	DEMORA NO PRAZO DA ENTREGA PRA UM FRETE TÃO CARO, VÁRIAS LOJAS E VÁRIAS TAXAS DE TRANSPORTE	DELAYS IN DELIVERY TIME FOR SUCH EXPENSIVE SHIPPING, VARIOUS STORES AND VARIOUS SHIPPING CHARGES
2	Foi entrgue dentro do prazo, porem nao foi entregue o produto com as caracteristicas q comprei. 	It was delivered on time, but the product was not delivered with the characteristics I bought.
5	Produto chegou bem embalado e muito antes da data limite de entrega. Serviço excelente. Recomendo. 	Product arrived well packaged and well before the delivery date. Excellent service. I recommend.
5	Ótimo serviço 	great service
5	Produto entregue rapidamente e conforme anunciado.	Product delivered quickly and as advertised.
5	Muito bom , entrega rapido e dentro do prazo. Recomendo!! Muito satisfeita. 	Very good, fast delivery and on time. I recommend!! Very satisfied.
